Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:Good work. Oh would you look at that.,干得好。哦，你看看那个。,,,,,,
NETMESSAGE:DID YOU LEAVE YOUR BOMB ARMED DOWNSTAIRS AGAIN?,你是不是又把炸弹留在楼下准备好了？,,,,,,
NETMESSAGE:Indeed. And I accidentally sent some terrorists to guard it.,确实。而且我不小心派了一些恐怖分子去守卫它。,,,,,,
NETMESSAGE:YOU ARE A FRUIT,你是个水果,,,,,,
NETMESSAGE:You'll have to get back in that vent to open the shortcut.,你得再爬回那个通风管道才能打开捷径。,,,,,,
NETMESSAGE:Warehouse Passage Available,仓库通道已开放,,,,,,
NETMESSAGE:Underground Access Lift Shaft Available,地下通道电梯井已开放,,,,,,
NETMESSAGE:RECEIVING SIGNAL FROM UNKNOWN CO-ORDINATES. SVEN VIKING?,收到来自未知坐标的信号。Sven Viking？,,,,,,
NETMESSAGE:Shortcut Portal Activated,捷径传送门已激活,,,,,,
NETMESSAGE:ROBOT ADVISES AGAINST RUINING THE IMMERSIVE EXPERIENCE,机器人建议不要破坏沉浸式体验,,,,,,
NETMESSAGE:Secret mission. Secret weapon. Easter egg. Found em all yet?,秘密任务。秘密武器。彩蛋。都找到了吗？,,,,,,
NETMESSAGE:Incoming 2015 by BMT. Thanks for playing!,2015年来袭，由BMT制作。感谢游玩！,,,,,,
NETMESSAGE:Work together to get to that main valve.,合作到达那个主阀门。,,,,,,
NETMESSAGE:MELEE CARNAGE BEGINS IN...,近战大屠杀即将开始……,,,,,,
NETMESSAGE:THREE..,三……,,,,,,
NETMESSAGE:TWO..,二……,,,,,,
NETMESSAGE:ONE..,一……,,,,,,
NETMESSAGE:Jolly good show young chaps. I thought I'd be stuck in this badly made room forever. Pardon me while I go slap the mapper.,干得好啊小伙子们。我还以为我要永远被困在这个制作粗糙的房间里了。请原谅，我要去揍那个地图作者一顿。,,,,,,
NETMESSAGE:SHAMELESS PLUG! E1M1 Remix by Breakbeat Doc,无耻广告！E1M1 Remix by Breakbeat Doc,,,,,,
NETMESSAGE:RECEIVING PHONE CALL FROM 2002 REQUESTING MEME RECALL,接到来自2002年的电话，要求回忆梗图,,,,,,
NETMESSAGE:ACTIVATING REWARD. THEFT PROBABILITY 104%,激活奖励。被偷概率104%,,,,,,
"NETMESSAGE:Woah, Freddy actually lived up to his nickname.",哇哦，Freddy竟然真的配得上他的绰号了。,,,,,,
