Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
"NETMESSAGE:The hostages are no longer scheduled for execution.\n\nWell done, now get them to the radio room.\nIt would be a good idea to clear it first!",人质不再被计划处决。\n\n干得好，现在把他们带到无线电室。\n最好先清理一下那个房间！,,,,,,
NETMESSAGE:This elevator is currently busy.\n\nWait for it to reach its' floor.,此电梯正在使用中。\n\n等待它到达所在楼层。,,,,,,
NETMESSAGE:Normal difficulty selected.\n\nStarting mission...,已选择普通难度。\n\n开始任务……,,,,,,
NETMESSAGE:Difficulty not selected!,未选择难度！,,,,,,
NETMESSAGE:Hard difficulty selected.\n\nStarting mission...,已选择困难难度。\n\n开始任务……,,,,,,
NETMESSAGE:20 minutes remaining,剩余20分钟,,,,,,
NETMESSAGE:Checkpoint reached.\n\nRespawn point: Bridge control.,已到达检查点。\n\n重生点：桥梁控制室。,,,,,,
NETMESSAGE:This bridge is currently busy.\n\nWait for it to finish moving.,此桥梁正在移动中。\n\n等待它移动完毕。,,,,,,
NETMESSAGE:The landing pad cover is currently busy.\n\nWait for it to finish moving.,降落坪舱盖正在移动中。\n\n等待它移动完毕。,,,,,,
NETMESSAGE:The extraction Osprey is now landing...,撤离鱼鹰飞机正在降落……,,,,,,
NETMESSAGE:The landing pad cover is closed.\nOpen both sides of it so the extraction Osprey can land.,降落坪舱盖已关闭。\n打开两侧舱盖以便撤离鱼鹰飞机降落。,,,,,,
NETMESSAGE:The extraction Osprey is en route.\n\nGet the landing pad cover opened so it can land.,撤离鱼鹰飞机正在途中。\n\n打开降落坪舱盖以便其降落。,,,,,,
NETMESSAGE:Extreme difficulty selected.\n\nStarting mission...\nlol good luck,已选择极限难度。\n\n开始任务……\n哈哈祝你好运,,,,,,
NETMESSAGE:Voting is currently locked.\n\nTry again in a moment...,投票当前已锁定。\n\n请稍后重试……,,,,,,
NETMESSAGE:Select a difficulty,选择难度,,,,,,
NETMESSAGE:These sandbags are packed really tight.\n\nYou'll need a high explosive device to clear this blockage.,这些沙袋堆得十分紧实。\n\n你需要一个高爆炸药装置来清除这个障碍。,,,,,,
NETMESSAGE:DETPACK PLANTED\nCLEAR AREA!!!,炸药已安放\n撤离区域！！！,,,,,,
NETMESSAGE:You picked up a hgh explosive device.\nThis could be used to clear a blockage.,你拾取了一个高爆炸药装置。\n可以用来清除障碍。,,,,,,
NETMESSAGE:You dropped a hgh explosive device.,你丢弃了一个高爆炸药装置。,,,,,,
NETMESSAGE:These papers appear to contain safe keys.\n\nThey can probably be used in the vault.,这些文件似乎包含保险柜密码。\n\n可能可以在金库中使用。,,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 1\n(FM OPL recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 1\n(FM OPL录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 2\n(FM OPL recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 2\n(FM OPL录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 3/Title\n(FM OPL recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 3/Title\n(FM OPL录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 4\n(FM OPL recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 4\n(FM OPL录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 5\n(FM OPL recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 5\n(FM OPL录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 6\n(FM OPL recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 6\n(FM OPL录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 1\n(Roland MT-32 recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 1\n(Roland MT-32录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 2\n(Roland MT-32 recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 2\n(Roland MT-32录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 3/Title\n(Roland MT-32 recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 3/Title\n(Roland MT-32录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 4\n(Roland MT-32 recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 4\n(Roland MT-32录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 5\n(Roland MT-32 recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 5\n(Roland MT-32录音。),,,,,,
NETMESSAGE:Music selected:\nLotus III - The Ultimate Challenge: Track 6\n(Roland MT-32 recording.),已选择音乐：\nLotus III - The Ultimate Challenge: Track 6\n(Roland MT-32录音。),,,,,,
NETMESSAGE:Nuclear warhead disarmed.,核弹头已解除。,,,,,,
NETMESSAGE:All nuclear warheads have been disarmed.,所有核弹头已解除。,,,,,,
NETMESSAGE:You idiot.,你这个白痴。,,,,,,
NETMESSAGE:Cannot switch reactor door.\nPerhaps the other door needs closing first?,无法切换反应堆门。\n也许需要先关闭另一扇门？,,,,,,
NETMESSAGE:Cannot switch reactor door.\nThe doors are currently busy.,无法切换反应堆门。\n门正在移动中。,,,,,,
NETMESSAGE:The gang boss has sealed himself!\n\nPunch through the command station and find a way in.,帮派头目把自己封在里面了！\n\n穿过指挥站，找到进去的路。,,,,,,
NETMESSAGE:RIGHT-CLICK to exit this camera view.,右键点击退出此摄像机视角。,,,,,,
NETMESSAGE:The hostile Apache has been destroyed.,敌对阿帕奇已被摧毁。,,,,,,
"NETMESSAGE:Easy difficulty selected.\n\nStarting mission...\nOh, no, hang on. Sorry. No easy mode here.",已选择简单难度。\n\n开始任务……\n哦，不，等等。抱歉。这里没有简单模式。,,,,,,
NETMESSAGE:If you want an easier game sod off to Minesweeper.,如果你想要更简单的游戏，滚去玩扫雷。,,,,,,
NETMESSAGE:Looking for an easy game? We can recommend a point and click adventure.,在找简单的游戏？我们可以推荐一个点击式冒险游戏。,,,,,,
NETMESSAGE:Come back when you're brave enough for even a mediocre challenge.,等你勇敢到能面对平庸的挑战时再回来吧。,,,,,,
